timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-08-27T03:11:16,train_val,80fc678f-6326-42b5-a36b-f830e81fb636,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1560.8240877869976,0.0011610708948769,7.438832498562604e-07,4.8355501494,4.657009818751448,20.0,0.0020288022512857,0.00139550389418,0.0083814336243,0.0118057397697657,Brazil,BRA,são paulo,,,Linux-6.14.0-28-generic-x86_64-with-glibc2.39,3.12.3,3.0.4,12,13th Gen Intel(R) Core(TM) i5-13420H,1,1 x NVIDIA GeForce RTX 4050 Laptop GPU,-47.8747,-21.9065,23.180316925048828,machine,N,1.0
2025-08-27T03:14:22,test,f65938cc-26b2-44d6-b8a0-2543e4a6bcc1,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.3830479949974688,2.9238078772262568e-08,2.1140321144325926e-08,4.800074649600001,16.215236913209086,20.0,1.1758293262150603e-06,6.2255605360050925e-06,4.89789057780096e-06,1.2299280440021112e-05,Canada,CAN,quebec,,,Linux-6.14.0-28-generic-x86_64-with-glibc2.39,3.12.3,3.0.4,12,13th Gen Intel(R) Core(TM) i5-13420H,1,1 x NVIDIA GeForce RTX 4050 Laptop GPU,-71.2,46.8,23.180316925048828,machine,N,1.0
