timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-08-27T02:44:42,train_val,b152406e-0486-4c2c-a14c-88a52794b04c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,410.34237855899846,0.0003075869157937,7.495860331898254e-07,4.828535788800001,2.9922616192036644,20.0,0.0005332890745644,0.0003925830918439,0.0022016638871332,0.0031275360535416,Brazil,BRA,são paulo,,,Linux-6.14.0-28-generic-x86_64-with-glibc2.39,3.12.3,3.0.4,12,13th Gen Intel(R) Core(TM) i5-13420H,1,1 x NVIDIA GeForce RTX 4050 Laptop GPU,-47.8747,-21.9065,23.180316925048828,machine,N,1.0
2025-08-27T02:45:10,test,75e011e5-402f-4937-a527-54f5f9faa816,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.0085347949934658,1.4689422372406895e-06,1.4565112126351641e-06,4.8000432,40.93963737617915,20.0,6.733190038079249e-07,1.1459175833991586e-05,2.8036730277461984e-06,1.493616786554571e-05,Brazil,BRA,são paulo,,,Linux-6.14.0-28-generic-x86_64-with-glibc2.39,3.12.3,3.0.4,12,13th Gen Intel(R) Core(TM) i5-13420H,1,1 x NVIDIA GeForce RTX 4050 Laptop GPU,-47.8747,-21.9065,23.180316925048828,machine,N,1.0
