timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-08-27T21:49:59,train_val,eff9199b-e53e-4010-86bb-9c8a1b06f3a2,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.0736107150150929,1.688741518627143e-06,1.5729551642965884e-06,4.802188209600001,44.39529523736986,20.0,7.635343124679032e-07,1.322973280598605e-05,3.177814333402137e-06,1.7171081451856092e-05,Brazil,BRA,são paulo,,,Linux-6.14.0-28-generic-x86_64-with-glibc2.39,3.12.3,3.0.4,12,13th Gen Intel(R) Core(TM) i5-13420H,1,1 x NVIDIA GeForce RTX 4050 Laptop GPU,-47.8747,-21.9065,23.180316925048828,machine,N,1.0
2025-08-27T21:50:05,test,e9130e8b-169d-4f17-9bc1-a0aa3aa45939,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.0139241940050852,1.0367573330616173e-06,1.0225195721647979e-06,4.8014155776,24.909689629350478,20.0,6.8387067417781e-07,7.010005608001912e-06,2.847846305586346e-06,1.0541722587766069e-05,Brazil,BRA,são paulo,,,Linux-6.14.0-28-generic-x86_64-with-glibc2.39,3.12.3,3.0.4,12,13th Gen Intel(R) Core(TM) i5-13420H,1,1 x NVIDIA GeForce RTX 4050 Laptop GPU,-47.8747,-21.9065,23.180316925048828,machine,N,1.0
